invoice_key,contract_key,invoice_date_key,due_date_key,paid_date_key,invoice_date,due_date,paid_date,amount_due,amount_paid,payment_status,principal_amount,interest_amount,invoice_number
208,16,20230507,20230521,20230522.0,2023-05-07,2023-05-21,2023-05-22,302.67,302.67,Paid,187.18,115.49,INV-000016-009
209,16,20230606,20230620,,2023-06-06,2023-06-20,,302.67,0.0,Delinquent,187.18,115.49,INV-000016-010
210,16,20230706,20230720,20230726.0,2023-07-06,2023-07-20,2023-07-26,302.67,302.67,Paid,187.18,115.49,INV-000016-011
211,16,20230805,20230819,20230903.0,2023-08-05,2023-08-19,2023-09-03,302.67,150.34,Partial,187.18,115.49,INV-000016-012
212,16,20230904,20230918,20230924.0,2023-09-04,2023-09-18,2023-09-24,302.67,302.67,Paid,187.18,115.49,INV-000016-013
213,16,20231004,20231018,20231020.0,2023-10-04,2023-10-18,2023-10-20,302.67,302.67,Paid,187.18,115.49,INV-000016-014
214,16,20231103,20231117,20231123.0,2023-11-03,2023-11-17,2023-11-23,302.67,121.19,Partial,187.18,115.49,INV-000016-015
215,16,20231203,20231217,,2023-12-03,2023-12-17,,302.67,0.0,Delinquent,187.18,115.49,INV-000016-016
216,16,20240102,20240116,20240113.0,2024-01-02,2024-01-16,2024-01-13,302.67,302.67,Paid,187.18,115.49,INV-000016-017
217,16,20240201,20240215,20240221.0,2024-02-01,2024-02-15,2024-02-21,302.67,302.67,Paid,187.18,115.49,INV-000016-018
218,16,20240302,20240316,20240331.0,2024-03-02,2024-03-16,2024-03-31,302.67,302.67,Late,187.18,115.49,INV-000016-019
219,16,20240401,20240415,20240416.0,2024-04-01,2024-04-15,2024-04-16,302.67,302.67,Paid,187.18,115.49,INV-000016-020
220,16,20240501,20240515,20240518.0,2024-05-01,2024-05-15,2024-05-18,302.67,302.67,Paid,187.18,115.49,INV-000016-021
221,16,20240531,20240614,20240618.0,2024-05-31,2024-06-14,2024-06-18,302.67,302.67,Paid,187.18,115.49,INV-000016-022
222,16,20240630,20240714,20240718.0,2024-06-30,2024-07-14,2024-07-18,302.67,302.67,Paid,187.18,115.49,INV-000016-023
223,16,20240730,20240813,20240815.0,2024-07-30,2024-08-13,2024-08-15,302.67,302.67,Paid,187.18,115.49,INV-000016-024
224,17,20240530,20240613,20240628.0,2024-05-30,2024-06-13,2024-06-28,730.18,730.18,Late,488.45,241.73,INV-000017-001
225,17,20240629,20240713,20240710.0,2024-06-29,2024-07-13,2024-07-10,730.18,730.18,Paid,488.45,241.73,INV-000017-002
226,17,20240729,20240812,20240816.0,2024-07-29,2024-08-12,2024-08-16,730.18,730.18,Paid,488.45,241.73,INV-000017-003
227,17,20240828,20240911,20240914.0,2024-08-28,2024-09-11,2024-09-14,730.18,730.18,Paid,488.45,241.73,INV-000017-004
228,17,20240927,20241011,20241010.0,2024-09-27,2024-10-11,2024-10-10,730.18,730.18,Paid,488.45,241.73,INV-000017-005
229,17,20241027,20241110,20241112.0,2024-10-27,2024-11-10,2024-11-12,730.18,730.18,Paid,488.45,241.73,INV-000017-006
230,17,20241126,20241210,20241211.0,2024-11-26,2024-12-10,2024-12-11,730.18,730.18,Paid,488.45,241.73,INV-000017-007
231,17,20241226,20250109,,2024-12-26,2025-01-09,,730.18,0.0,Pending,488.45,241.73,INV-000017-008
232,18,20240305,20240319,20240319.0,2024-03-05,2024-03-19,2024-03-19,471.85,471.85,Paid,228.83,243.02,INV-000018-001
233,18,20240404,20240418,20240425.0,2024-04-04,2024-04-18,2024-04-25,471.85,471.85,Paid,228.83,243.02,INV-000018-002
234,18,20240504,20240518,,2024-05-04,2024-05-18,,471.85,0.0,Delinquent,228.83,243.02,INV-000018-003
235,18,20240603,20240617,20240620.0,2024-06-03,2024-06-17,2024-06-20,471.85,471.85,Paid,228.83,243.02,INV-000018-004
236,18,20240703,20240717,20240720.0,2024-07-03,2024-07-17,2024-07-20,471.85,471.85,Paid,228.83,243.02,INV-000018-005
237,18,20240802,20240816,20240817.0,2024-08-02,2024-08-16,2024-08-17,471.85,471.85,Paid,228.83,243.02,INV-000018-006
238,18,20240901,20240915,20240921.0,2024-09-01,2024-09-15,2024-09-21,471.85,471.85,Paid,228.83,243.02,INV-000018-007
239,18,20241001,20241015,,2024-10-01,2024-10-15,,471.85,0.0,Delinquent,228.83,243.02,INV-000018-008
240,18,20241031,20241114,20241117.0,2024-10-31,2024-11-14,2024-11-17,471.85,471.85,Paid,228.83,243.02,INV-000018-009
241,18,20241130,20241214,20241218.0,2024-11-30,2024-12-14,2024-12-18,471.85,471.85,Paid,228.83,243.02,INV-000018-010
242,18,20241230,20250113,,2024-12-30,2025-01-13,,471.85,0.0,Pending,228.83,243.02,INV-000018-011
243,19,20240729,20240812,20240815.0,2024-07-29,2024-08-12,2024-08-15,660.29,660.29,Paid,495.52,164.76,INV-000019-001
244,19,20240828,20240911,20240913.0,2024-08-28,2024-09-11,2024-09-13,660.29,660.29,Paid,495.52,164.76,INV-000019-002
245,19,20240927,20241011,20241017.0,2024-09-27,2024-10-11,2024-10-17,660.29,495.79,Partial,495.52,164.76,INV-000019-003
246,19,20241027,20241110,,2024-10-27,2024-11-10,,660.29,0.0,Delinquent,495.52,164.76,INV-000019-004
247,19,20241126,20241210,20241209.0,2024-11-26,2024-12-10,2024-12-09,660.29,660.29,Paid,495.52,164.76,INV-000019-005
248,19,20241226,20250109,,2024-12-26,2025-01-09,,660.29,0.0,Pending,495.52,164.76,INV-000019-006
249,20,20240501,20240515,20240629.0,2024-05-01,2024-05-15,2024-06-29,381.61,381.61,Delinquent,225.8,155.8,INV-000020-001
250,20,20240531,20240614,20240616.0,2024-05-31,2024-06-14,2024-06-16,381.61,381.61,Paid,225.8,155.8,INV-000020-002
251,20,20240630,20240714,20240712.0,2024-06-30,2024-07-14,2024-07-12,381.61,381.61,Paid,225.8,155.8,INV-000020-003
252,20,20240730,20240813,20240813.0,2024-07-30,2024-08-13,2024-08-13,381.61,381.61,Paid,225.8,155.8,INV-000020-004
253,20,20240829,20240912,20241126.0,2024-08-29,2024-09-12,2024-11-26,381.61,381.61,Delinquent,225.8,155.8,INV-000020-005
254,20,20240928,20241012,20241011.0,2024-09-28,2024-10-12,2024-10-11,381.61,381.61,Paid,225.8,155.8,INV-000020-006
255,20,20241028,20241111,20241111.0,2024-10-28,2024-11-11,2024-11-11,381.61,381.61,Paid,225.8,155.8,INV-000020-007
256,20,20241127,20241211,20241208.0,2024-11-27,2024-12-11,2024-12-08,381.61,381.61,Paid,225.8,155.8,INV-000020-008
257,20,20241227,20250110,,2024-12-27,2025-01-10,,381.61,0.0,Pending,225.8,155.8,INV-000020-009
258,22,20230621,20230705,20230819.0,2023-06-21,2023-07-05,2023-08-19,273.98,273.98,Delinquent,190.66,83.32,INV-000022-001
259,22,20230721,20230804,20230808.0,2023-07-21,2023-08-04,2023-08-08,273.98,273.98,Paid,190.66,83.32,INV-000022-002
260,22,20230820,20230903,20230902.0,2023-08-20,2023-09-03,2023-09-02,273.98,273.98,Paid,190.66,83.32,INV-000022-003
261,22,20230919,20231003,20231009.0,2023-09-19,2023-10-03,2023-10-09,273.98,273.98,Paid,190.66,83.32,INV-000022-004
262,22,20231019,20231102,20231102.0,2023-10-19,2023-11-02,2023-11-02,273.98,273.98,Paid,190.66,83.32,INV-000022-005
263,22,20231118,20231202,20231201.0,2023-11-18,2023-12-02,2023-12-01,273.98,273.98,Paid,190.66,83.32,INV-000022-006
264,22,20231218,20240101,20240103.0,2023-12-18,2024-01-01,2024-01-03,273.98,273.98,Paid,190.66,83.32,INV-000022-007
265,22,20240117,20240131,20240202.0,2024-01-17,2024-01-31,2024-02-02,273.98,273.98,Paid,190.66,83.32,INV-000022-008
266,22,20240216,20240301,20240229.0,2024-02-16,2024-03-01,2024-02-29,273.98,273.98,Paid,190.66,83.32,INV-000022-009
267,22,20240317,20240331,20240331.0,2024-03-17,2024-03-31,2024-03-31,273.98,173.03,Partial,190.66,83.32,INV-000022-010
268,22,20240416,20240430,20240507.0,2024-04-16,2024-04-30,2024-05-07,273.98,273.98,Paid,190.66,83.32,INV-000022-011
269,22,20240516,20240530,20240605.0,2024-05-16,2024-05-30,2024-06-05,273.98,273.98,Paid,190.66,83.32,INV-000022-012
270,22,20240615,20240629,20240630.0,2024-06-15,2024-06-29,2024-06-30,273.98,273.98,Paid,190.66,83.32,INV-000022-013
271,22,20240715,20240729,20240801.0,2024-07-15,2024-07-29,2024-08-01,273.98,177.59,Partial,190.66,83.32,INV-000022-014
272,22,20240814,20240828,20240825.0,2024-08-14,2024-08-28,2024-08-25,273.98,273.98,Paid,190.66,83.32,INV-000022-015
273,22,20240913,20240927,20241001.0,2024-09-13,2024-09-27,2024-10-01,273.98,273.98,Paid,190.66,83.32,INV-000022-016
274,22,20241013,20241027,20241103.0,2024-10-13,2024-10-27,2024-11-03,273.98,273.98,Paid,190.66,83.32,INV-000022-017
275,22,20241112,20241126,20241126.0,2024-11-12,2024-11-26,2024-11-26,273.98,230.45,Partial,190.66,83.32,INV-000022-018
276,22,20241212,20241226,20241226.0,2024-12-12,2024-12-26,2024-12-26,273.98,273.98,Paid,190.66,83.32,INV-000022-019
277,23,20231118,20231202,20231209.0,2023-11-18,2023-12-02,2023-12-09,104.97,104.97,Paid,58.28,46.69,INV-000023-001
278,23,20231218,20240101,20240103.0,2023-12-18,2024-01-01,2024-01-03,104.97,104.97,Paid,58.28,46.69,INV-000023-002
279,23,20240117,20240131,20240201.0,2024-01-17,2024-01-31,2024-02-01,104.97,104.97,Paid,58.28,46.69,INV-000023-003
280,23,20240216,20240301,20240305.0,2024-02-16,2024-03-01,2024-03-05,104.97,104.97,Paid,58.28,46.69,INV-000023-004
281,23,20240317,20240331,20240328.0,2024-03-17,2024-03-31,2024-03-28,104.97,104.97,Paid,58.28,46.69,INV-000023-005
282,23,20240416,20240430,20240503.0,2024-04-16,2024-04-30,2024-05-03,104.97,62.9,Partial,58.28,46.69,INV-000023-006
283,23,20240516,20240530,20240528.0,2024-05-16,2024-05-30,2024-05-28,104.97,104.97,Paid,58.28,46.69,INV-000023-007
284,23,20240615,20240629,20240629.0,2024-06-15,2024-06-29,2024-06-29,104.97,104.97,Paid,58.28,46.69,INV-000023-008
285,23,20240715,20240729,20240731.0,2024-07-15,2024-07-29,2024-07-31,104.97,104.97,Paid,58.28,46.69,INV-000023-009
286,23,20240814,20240828,,2024-08-14,2024-08-28,,104.97,0.0,Delinquent,58.28,46.69,INV-000023-010
287,23,20240913,20240927,20240928.0,2024-09-13,2024-09-27,2024-09-28,104.97,104.97,Paid,58.28,46.69,INV-000023-011
288,23,20241013,20241027,20241030.0,2024-10-13,2024-10-27,2024-10-30,104.97,104.97,Paid,58.28,46.69,INV-000023-012
289,23,20241112,20241126,,2024-11-12,2024-11-26,,104.97,0.0,Delinquent,58.28,46.69,INV-000023-013
290,23,20241212,20241226,20241226.0,2024-12-12,2024-12-26,2024-12-26,104.97,104.97,Paid,58.28,46.69,INV-000023-014
291,24,20231220,20240103,20240106.0,2023-12-20,2024-01-03,2024-01-06,357.85,357.85,Paid,161.45,196.4,INV-000024-001
292,24,20240119,20240202,20240204.0,2024-01-19,2024-02-02,2024-02-04,357.85,357.85,Paid,161.45,196.4,INV-000024-002
293,24,20240218,20240303,20240304.0,2024-02-18,2024-03-03,2024-03-04,357.85,357.85,Paid,161.45,196.4,INV-000024-003
294,24,20240319,20240402,20240403.0,2024-03-19,2024-04-02,2024-04-03,357.85,357.85,Paid,161.45,196.4,INV-000024-004
295,24,20240418,20240502,20240505.0,2024-04-18,2024-05-02,2024-05-05,357.85,357.85,Paid,161.45,196.4,INV-000024-005
296,24,20240518,20240601,20240602.0,2024-05-18,2024-06-01,2024-06-02,357.85,357.85,Paid,161.45,196.4,INV-000024-006
297,24,20240617,20240701,20240702.0,2024-06-17,2024-07-01,2024-07-02,357.85,143.93,Partial,161.45,196.4,INV-000024-007
298,24,20240717,20240731,20240731.0,2024-07-17,2024-07-31,2024-07-31,357.85,357.85,Paid,161.45,196.4,INV-000024-008
299,24,20240816,20240830,20240905.0,2024-08-16,2024-08-30,2024-09-05,357.85,357.85,Paid,161.45,196.4,INV-000024-009
300,24,20240915,20240929,20241002.0,2024-09-15,2024-09-29,2024-10-02,357.85,357.85,Paid,161.45,196.4,INV-000024-010
301,24,20241015,20241029,20241104.0,2024-10-15,2024-10-29,2024-11-04,357.85,357.85,Paid,161.45,196.4,INV-000024-011
302,24,20241114,20241128,20241127.0,2024-11-14,2024-11-28,2024-11-27,357.85,357.85,Paid,161.45,196.4,INV-000024-012
303,24,20241214,20241228,20250103.0,2024-12-14,2024-12-28,2025-01-03,357.85,357.85,Paid,161.45,196.4,INV-000024-013
304,25,20230814,20230828,20230827.0,2023-08-14,2023-08-28,2023-08-27,421.59,421.59,Paid,187.04,234.55,INV-000025-001
305,25,20230913,20230927,20230924.0,2023-09-13,2023-09-27,2023-09-24,421.59,303.21,Partial,187.04,234.55,INV-000025-002
306,25,20231013,20231027,20231026.0,2023-10-13,2023-10-27,2023-10-26,421.59,421.59,Paid,187.04,234.55,INV-000025-003
307,25,20231112,20231126,,2023-11-12,2023-11-26,,421.59,0.0,Delinquent,187.04,234.55,INV-000025-004
308,25,20231212,20231226,20231228.0,2023-12-12,2023-12-26,2023-12-28,421.59,421.59,Paid,187.04,234.55,INV-000025-005
309,25,20240111,20240125,20240129.0,2024-01-11,2024-01-25,2024-01-29,421.59,336.44,Partial,187.04,234.55,INV-000025-006
310,25,20240210,20240224,20240222.0,2024-02-10,2024-02-24,2024-02-22,421.59,421.59,Paid,187.04,234.55,INV-000025-007
311,25,20240311,20240325,20240328.0,2024-03-11,2024-03-25,2024-03-28,421.59,421.59,Paid,187.04,234.55,INV-000025-008
312,25,20240410,20240424,20240427.0,2024-04-10,2024-04-24,2024-04-27,421.59,421.59,Paid,187.04,234.55,INV-000025-009
313,25,20240510,20240524,20240530.0,2024-05-10,2024-05-24,2024-05-30,421.59,421.59,Paid,187.04,234.55,INV-000025-010
314,25,20240609,20240623,20240630.0,2024-06-09,2024-06-23,2024-06-30,421.59,421.59,Paid,187.04,234.55,INV-000025-011
315,25,20240709,20240723,20240727.0,2024-07-09,2024-07-23,2024-07-27,421.59,421.59,Paid,187.04,234.55,INV-000025-012
316,25,20240808,20240822,20240829.0,2024-08-08,2024-08-22,2024-08-29,421.59,421.59,Paid,187.04,234.55,INV-000025-013
317,25,20240907,20240921,20240924.0,2024-09-07,2024-09-21,2024-09-24,421.59,421.59,Paid,187.04,234.55,INV-000025-014
318,25,20241007,20241021,20241024.0,2024-10-07,2024-10-21,2024-10-24,421.59,421.59,Paid,187.04,234.55,INV-000025-015
319,25,20241106,20241120,20241124.0,2024-11-06,2024-11-20,2024-11-24,421.59,421.59,Paid,187.04,234.55,INV-000025-016
320,25,20241206,20241220,20241222.0,2024-12-06,2024-12-20,2024-12-22,421.59,421.59,Paid,187.04,234.55,INV-000025-017
321,26,20241120,20241204,20241206.0,2024-11-20,2024-12-04,2024-12-06,75.76,75.76,Paid,48.07,27.69,INV-000026-001
322,26,20241220,20250103,,2024-12-20,2025-01-03,,75.76,0.0,Pending,48.07,27.69,INV-000026-002
323,27,20240612,20240626,20240628.0,2024-06-12,2024-06-26,2024-06-28,247.98,247.98,Paid,128.35,119.63,INV-000027-001
324,27,20240712,20240726,20240724.0,2024-07-12,2024-07-26,2024-07-24,247.98,247.98,Paid,128.35,119.63,INV-000027-002
325,27,20240811,20240825,20240831.0,2024-08-11,2024-08-25,2024-08-31,247.98,247.98,Paid,128.35,119.63,INV-000027-003
326,27,20240910,20240924,20240929.0,2024-09-10,2024-09-24,2024-09-29,247.98,247.98,Paid,128.35,119.63,INV-000027-004
327,27,20241010,20241024,20241028.0,2024-10-10,2024-10-24,2024-10-28,247.98,247.98,Paid,128.35,119.63,INV-000027-005
328,27,20241109,20241123,20241124.0,2024-11-09,2024-11-23,2024-11-24,247.98,247.98,Paid,128.35,119.63,INV-000027-006
329,27,20241209,20241223,20241220.0,2024-12-09,2024-12-23,2024-12-20,247.98,247.98,Paid,128.35,119.63,INV-000027-007
330,28,20230104,20230118,20230123.0,2023-01-04,2023-01-18,2023-01-23,261.46,261.46,Paid,184.22,77.24,INV-000028-001
331,28,20230203,20230217,20230223.0,2023-02-03,2023-02-17,2023-02-23,261.46,261.46,Paid,184.22,77.24,INV-000028-002
332,28,20230305,20230319,20230323.0,2023-03-05,2023-03-19,2023-03-23,261.46,261.46,Paid,184.22,77.24,INV-000028-003
333,28,20230404,20230418,20230423.0,2023-04-04,2023-04-18,2023-04-23,261.46,261.46,Paid,184.22,77.24,INV-000028-004
334,28,20230504,20230518,20230515.0,2023-05-04,2023-05-18,2023-05-15,261.46,204.0,Partial,184.22,77.24,INV-000028-005
335,28,20230603,20230617,20230620.0,2023-06-03,2023-06-17,2023-06-20,261.46,261.46,Paid,184.22,77.24,INV-000028-006
336,28,20230703,20230717,20230723.0,2023-07-03,2023-07-17,2023-07-23,261.46,103.89,Partial,184.22,77.24,INV-000028-007
337,28,20230802,20230816,20230817.0,2023-08-02,2023-08-16,2023-08-17,261.46,261.46,Paid,184.22,77.24,INV-000028-008
338,28,20230901,20230915,20230920.0,2023-09-01,2023-09-15,2023-09-20,261.46,261.46,Paid,184.22,77.24,INV-000028-009
339,28,20231001,20231015,20231015.0,2023-10-01,2023-10-15,2023-10-15,261.46,261.46,Paid,184.22,77.24,INV-000028-010
340,28,20231031,20231114,20231114.0,2023-10-31,2023-11-14,2023-11-14,261.46,261.46,Paid,184.22,77.24,INV-000028-011
341,28,20231130,20231214,20231221.0,2023-11-30,2023-12-14,2023-12-21,261.46,133.92,Partial,184.22,77.24,INV-000028-012
342,28,20231230,20240113,20240115.0,2023-12-30,2024-01-13,2024-01-15,261.46,261.46,Paid,184.22,77.24,INV-000028-013
343,28,20240129,20240212,20240214.0,2024-01-29,2024-02-12,2024-02-14,261.46,261.46,Paid,184.22,77.24,INV-000028-014
344,28,20240228,20240313,20240312.0,2024-02-28,2024-03-13,2024-03-12,261.46,261.46,Paid,184.22,77.24,INV-000028-015
345,28,20240329,20240412,20240410.0,2024-03-29,2024-04-12,2024-04-10,261.46,261.46,Paid,184.22,77.24,INV-000028-016
346,28,20240428,20240512,20240516.0,2024-04-28,2024-05-12,2024-05-16,261.46,261.46,Paid,184.22,77.24,INV-000028-017
347,28,20240528,20240611,20240616.0,2024-05-28,2024-06-11,2024-06-16,261.46,261.46,Paid,184.22,77.24,INV-000028-018
348,28,20240627,20240711,20240715.0,2024-06-27,2024-07-11,2024-07-15,261.46,261.46,Paid,184.22,77.24,INV-000028-019
349,28,20240727,20240810,20240810.0,2024-07-27,2024-08-10,2024-08-10,261.46,261.46,Paid,184.22,77.24,INV-000028-020
350,28,20240826,20240909,20240907.0,2024-08-26,2024-09-09,2024-09-07,261.46,261.46,Paid,184.22,77.24,INV-000028-021
351,28,20240925,20241009,20241012.0,2024-09-25,2024-10-09,2024-10-12,261.46,261.46,Paid,184.22,77.24,INV-000028-022
352,28,20241025,20241108,20241111.0,2024-10-25,2024-11-08,2024-11-11,261.46,261.46,Paid,184.22,77.24,INV-000028-023
353,28,20241124,20241208,20241208.0,2024-11-24,2024-12-08,2024-12-08,261.46,261.46,Paid,184.22,77.24,INV-000028-024
354,29,20240815,20240829,20240904.0,2024-08-15,2024-08-29,2024-09-04,179.96,179.96,Paid,101.61,78.35,INV-000029-001
355,29,20240914,20240928,20241003.0,2024-09-14,2024-09-28,2024-10-03,179.96,179.96,Paid,101.61,78.35,INV-000029-002
356,29,20241014,20241028,20241101.0,2024-10-14,2024-10-28,2024-11-01,179.96,179.96,Paid,101.61,78.35,INV-000029-003
357,29,20241113,20241127,20241129.0,2024-11-13,2024-11-27,2024-11-29,179.96,179.96,Paid,101.61,78.35,INV-000029-004
358,29,20241213,20241227,20241224.0,2024-12-13,2024-12-27,2024-12-24,179.96,179.96,Paid,101.61,78.35,INV-000029-005
359,30,20240921,20241005,20241011.0,2024-09-21,2024-10-05,2024-10-11,191.05,191.05,Paid,91.52,99.53,INV-000030-001
360,30,20241021,20241104,20241107.0,2024-10-21,2024-11-04,2024-11-07,191.05,191.05,Paid,91.52,99.53,INV-000030-002
361,30,20241120,20241204,20241210.0,2024-11-20,2024-12-04,2024-12-10,191.05,191.05,Paid,91.52,99.53,INV-000030-003
362,30,20241220,20250103,,2024-12-20,2025-01-03,,191.05,0.0,Pending,91.52,99.53,INV-000030-004
363,31,20241125,20241209,20241208.0,2024-11-25,2024-12-09,2024-12-08,351.97,351.97,Paid,140.68,211.3,INV-000031-001
364,31,20241225,20250108,,2024-12-25,2025-01-08,,351.97,0.0,Pending,140.68,211.3,INV-000031-002
365,32,20221010,20221024,20221029.0,2022-10-10,2022-10-24,2022-10-29,132.52,132.52,Paid,84.01,48.51,INV-000032-001
366,32,20221109,20221123,20221125.0,2022-11-09,2022-11-23,2022-11-25,132.52,132.52,Paid,84.01,48.51,INV-000032-002
367,32,20221209,20221223,20221229.0,2022-12-09,2022-12-23,2022-12-29,132.52,132.52,Paid,84.01,48.51,INV-000032-003
368,32,20230108,20230122,20230128.0,2023-01-08,2023-01-22,2023-01-28,132.52,132.52,Paid,84.01,48.51,INV-000032-004
369,32,20230207,20230221,20230218.0,2023-02-07,2023-02-21,2023-02-18,132.52,132.52,Paid,84.01,48.51,INV-000032-005
370,32,20230309,20230323,20230322.0,2023-03-09,2023-03-23,2023-03-22,132.52,132.52,Paid,84.01,48.51,INV-000032-006
371,32,20230408,20230422,20230426.0,2023-04-08,2023-04-22,2023-04-26,132.52,132.52,Paid,84.01,48.51,INV-000032-007
372,32,20230508,20230522,20230519.0,2023-05-08,2023-05-22,2023-05-19,132.52,132.52,Paid,84.01,48.51,INV-000032-008
373,32,20230607,20230621,20230623.0,2023-06-07,2023-06-21,2023-06-23,132.52,132.52,Paid,84.01,48.51,INV-000032-009
374,32,20230707,20230721,20230720.0,2023-07-07,2023-07-21,2023-07-20,132.52,132.52,Paid,84.01,48.51,INV-000032-010
375,32,20230806,20230820,20230827.0,2023-08-06,2023-08-20,2023-08-27,132.52,132.52,Paid,84.01,48.51,INV-000032-011
376,32,20230905,20230919,20230918.0,2023-09-05,2023-09-19,2023-09-18,132.52,132.52,Paid,84.01,48.51,INV-000032-012
377,32,20231005,20231019,20231021.0,2023-10-05,2023-10-19,2023-10-21,132.52,132.52,Paid,84.01,48.51,INV-000032-013
378,32,20231104,20231118,20231125.0,2023-11-04,2023-11-18,2023-11-25,132.52,132.52,Paid,84.01,48.51,INV-000032-014
379,32,20231204,20231218,20231221.0,2023-12-04,2023-12-18,2023-12-21,132.52,132.52,Paid,84.01,48.51,INV-000032-015
380,32,20240103,20240117,20240118.0,2024-01-03,2024-01-17,2024-01-18,132.52,132.52,Paid,84.01,48.51,INV-000032-016
381,32,20240202,20240216,20240213.0,2024-02-02,2024-02-16,2024-02-13,132.52,132.52,Paid,84.01,48.51,INV-000032-017
382,32,20240303,20240317,20240320.0,2024-03-03,2024-03-17,2024-03-20,132.52,132.52,Paid,84.01,48.51,INV-000032-018
383,32,20240402,20240416,20240422.0,2024-04-02,2024-04-16,2024-04-22,132.52,132.52,Paid,84.01,48.51,INV-000032-019
384,32,20240502,20240516,20240513.0,2024-05-02,2024-05-16,2024-05-13,132.52,132.52,Paid,84.01,48.51,INV-000032-020
385,32,20240601,20240615,20240614.0,2024-06-01,2024-06-15,2024-06-14,132.52,132.52,Paid,84.01,48.51,INV-000032-021
386,32,20240701,20240715,20240722.0,2024-07-01,2024-07-15,2024-07-22,132.52,132.52,Paid,84.01,48.51,INV-000032-022
387,32,20240731,20240814,20240811.0,2024-07-31,2024-08-14,2024-08-11,132.52,132.52,Paid,84.01,48.51,INV-000032-023
388,32,20240830,20240913,20240915.0,2024-08-30,2024-09-13,2024-09-15,132.52,132.52,Paid,84.01,48.51,INV-000032-024
389,33,20240912,20240926,20241001.0,2024-09-12,2024-09-26,2024-10-01,226.68,226.68,Paid,129.68,97.0,INV-000033-001
390,33,20241012,20241026,20241027.0,2024-10-12,2024-10-26,2024-10-27,226.68,226.68,Paid,129.68,97.0,INV-000033-002
391,33,20241111,20241125,20241126.0,2024-11-11,2024-11-25,2024-11-26,226.68,226.68,Paid,129.68,97.0,INV-000033-003
392,33,20241211,20241225,20241227.0,2024-12-11,2024-12-25,2024-12-27,226.68,106.09,Partial,129.68,97.0,INV-000033-004
