    contract_key,contract_id,installer_key,customer_key,status,financing_option,country,region,term_months,interest_rate,principal_amount,origination_date
272,CON-000272,21,1110,Active,Lease,Germany,Lower Saxony,120,5.62,9034.91,03-10-2024
273,CON-000273,1,1741,Cancelled,Standard Loan,Germany,Bavaria,180,6.79,24445.74,26-03-2024
274,CON-000274,8,249,Completed,Lease,Germany,Berlin,120,8.41,21236.66,16-11-2023
275,CON-000275,19,1834,Active,PPA,Germany,Hesse,120,4.37,13601.9,19-07-2023
276,CON-000276,8,1023,Active,Standard Loan,Germany,Berlin,120,5.47,41897.92,08-06-2024
277,CON-000277,25,1658,Active,Lease,Germany,Hesse,180,6.03,32379.49,03-10-2023
278,CON-000278,32,79,Cancelled,Standard Loan,Germany,Lower Saxony,120,3.72,39525.15,16-07-2024
279,CON-000279,47,223,Defaulted,Standard Loan,Germany,Baden-Württemberg,240,7.54,35107.94,17-09-2023
280,CON-000280,45,96,In Arrears,Lease,Germany,North Rhine-Westphalia,240,3.81,17267.9,06-09-2023
281,CON-000281,24,1882,Active,Subscription,Germany,Bavaria,180,8.12,19882.89,13-11-2024
282,CON-000282,31,1232,Active,Lease,Germany,Berlin,120,6.89,16343.37,19-07-2023
283,CON-000283,42,591,Defaulted,Standard Loan,Germany,North Rhine-Westphalia,180,6.84,15530.97,04-05-2022
284,CON-000284,21,1829,Active,Lease,Germany,Lower Saxony,120,6.91,43436.51,16-03-2024
285,CON-000285,10,845,Active,Standard Loan,Germany,Lower Saxony,120,5.26,30883.72,29-11-2024
286,CON-000286,5,405,Active,Standard Loan,Austria,Vienna,180,6.35,12706.12,13-08-2023
287,CON-000287,27,172,Active,Standard Loan,Austria,Upper Austria,120,4.62,42802.85,23-12-2023
288,CON-000288,44,1456,Active,Standard Loan,Germany,Hesse,120,4.71,27157.11,28-08-2022
289,CON-000289,35,1216,Active,Standard Loan,Germany,Lower Saxony,120,8.18,44442.56,09-09-2023
290,CON-000290,11,1117,Active,PPA,Germany,Baden-Württemberg,84,6.24,35153.29,16-03-2023
291,CON-000291,12,28,Active,Subscription,Germany,Berlin,120,3.85,23400.89,24-06-2023
292,CON-000292,45,1020,Active,Standard Loan,Germany,North Rhine-Westphalia,120,3.71,9317.2,12-11-2022
293,CON-000293,16,218,Completed,Lease,Germany,Berlin,60,3.78,36623.69,02-02-2023
294,CON-000294,43,906,Active,Standard Loan,Netherlands,North Brabant,60,5.91,22323.62,05-04-2024
295,CON-000295,37,570,Active,Standard Loan,Netherlands,North Holland,120,7.99,44353.78,08-10-2023
296,CON-000296,4,1108,Active,Standard Loan,Germany,Hesse,60,5.57,35845.06,11-05-2024
297,CON-000297,42,797,Active,Standard Loan,Germany,North Rhine-Westphalia,180,3.88,12688.49,21-12-2022
298,CON-000298,36,1239,Active,Subscription,Austria,Styria,84,5.49,32330.56,26-04-2024
299,CON-000299,11,1084,Active,Standard Loan,Germany,Baden-Württemberg,180,7.79,24411.05,15-01-2024
300,CON-000300,30,855,Active,Subscription,Austria,Vienna,120,4.84,33817.55,09-11-2022
301,CON-000301,37,453,Active,Lease,Netherlands,North Holland,60,8.06,39132.74,24-03-2024
302,CON-000302,7,1364,In Arrears,Standard Loan,Germany,Bavaria,60,4.68,24290.26,26-03-2023
303,CON-000303,43,1426,Active,Lease,Netherlands,North Brabant,120,7.64,11126.25,04-11-2023
304,CON-000304,26,1387,Active,Lease,Germany,Berlin,120,4.62,22035.1,06-12-2023
305,CON-000305,36,1784,Active,PPA,Austria,Styria,240,8.05,35915.69,25-05-2024
306,CON-000306,14,1885,Active,Standard Loan,Germany,Baden-Württemberg,180,5.2,38681.86,12-10-2022
307,CON-000307,38,421,Active,Subscription,Netherlands,North Holland,180,6.27,43241.52,15-10-2022
308,CON-000308,30,829,Active,Subscription,Austria,Vienna,120,6.09,14014.31,09-03-2024
309,CON-000309,8,1940,Active,Lease,Germany,Berlin,180,4.87,44955.83,30-10-2024
310,CON-000310,3,10,Active,Lease,Germany,North Rhine-Westphalia,180,7.41,37979.6,17-08-2023
311,CON-000311,18,1804,In Arrears,Standard Loan,Germany,Bavaria,120,3.59,8328.22,12-01-2023
312,CON-000312,43,1540,Active,Subscription,Netherlands,North Brabant,120,3.9,41190.64,10-05-2022
313,CON-000313,23,1277,Active,PPA,Germany,North Rhine-Westphalia,120,5.97,16414.5,12-12-2023
314,CON-000314,36,1309,Active,Lease,Austria,Styria,60,6.92,39841.1,29-10-2024
315,CON-000315,4,1619,Completed,Lease,Germany,Hesse,240,3.58,39262.44,09-06-2023
316,CON-000316,4,263,Active,Standard Loan,Germany,Hesse,60,5.72,26908.31,06-01-2023
317,CON-000317,21,1838,Active,Lease,Germany,Lower Saxony,60,5.63,18474.12,08-09-2024
318,CON-000318,20,229,In Arrears,Standard Loan,Austria,Styria,120,8.21,18880.33,08-06-2024
319,CON-000319,15,1290,Active,PPA,Germany,Berlin,60,6.55,37897.27,22-08-2024
320,CON-000320,28,1322,Active,PPA,Germany,Lower Saxony,240,5.39,29559.39,13-05-2023
321,CON-000321,36,1463,Active,Lease,Austria,Styria,120,8.49,31322,22-03-2024
322,CON-000322,7,1696,Active,Lease,Germany,Bavaria,180,6.8,27252.43,23-12-2022
323,CON-000323,46,838,Active,Subscription,Netherlands,North Holland,84,5.07,43978.68,20-11-2023
324,CON-000324,21,591,Active,Standard Loan,Germany,Lower Saxony,120,8.07,32173.21,21-11-2024
325,CON-000325,31,1666,Active,Lease,Germany,Berlin,240,4.72,41642.83,11-03-2023
326,CON-000326,42,281,Active,Lease,Germany,North Rhine-Westphalia,60,5.61,44380.17,08-08-2022
327,CON-000327,41,1024,Active,Subscription,Germany,Lower Saxony,60,4.1,17744.92,05-02-2024
328,CON-000328,39,452,In Arrears,Lease,Germany,Berlin,180,3.62,14176.62,26-07-2022
329,CON-000329,29,535,Active,PPA,Germany,Hesse,120,5.51,28606.81,03-02-2024
330,CON-000330,46,1793,Cancelled,Subscription,Netherlands,North Holland,84,7.11,10728.84,07-08-2024
331,CON-000331,35,578,Completed,Subscription,Germany,Lower Saxony,120,5.89,12980.4,07-08-2024
332,CON-000332,47,80,Active,Lease,Germany,Baden-Württemberg,120,5.35,32027.98,30-01-2023
333,CON-000333,32,498,Active,Lease,Germany,Lower Saxony,84,5.97,9786.65,27-06-2022
334,CON-000334,47,426,Completed,Lease,Germany,Baden-Württemberg,120,4.39,13298.27,20-02-2024
335,CON-000335,50,1406,Active,Standard Loan,Austria,Styria,120,7.9,19631.59,02-12-2023
336,CON-000336,15,1383,Completed,Subscription,Germany,Berlin,180,4.94,41954.64,12-08-2023
337,CON-000337,36,1497,Active,PPA,Austria,Styria,120,6.04,14247.54,13-03-2024
338,CON-000338,30,47,Cancelled,Lease,Austria,Vienna,180,3.63,15516.21,17-07-2023
339,CON-000339,38,1028,Active,Standard Loan,Netherlands,North Holland,120,4.05,34133.92,25-11-2023
340,CON-000340,14,487,Active,PPA,Germany,Baden-Württemberg,180,4.08,21087.68,15-12-2022
341,CON-000341,38,1540,Active,Standard Loan,Netherlands,North Holland,120,5.77,35214.3,19-01-2024
342,CON-000342,36,1793,Completed,Lease,Austria,Styria,120,8.16,37385.3,18-12-2023
343,CON-000343,44,1458,Active,Standard Loan,Germany,Hesse,180,4.73,29694.7,23-03-2024
344,CON-000344,25,230,Completed,Lease,Germany,Hesse,180,4.91,15347.2,31-08-2022
345,CON-000345,1,1089,Active,Lease,Germany,Bavaria,180,7.05,9436.07,28-12-2023
346,CON-000346,12,1901,Active,Standard Loan,Germany,Berlin,180,4.4,19103.72,12-11-2024
347,CON-000347,26,1428,Active,Subscription,Germany,Berlin,120,6.22,18930.44,14-12-2023
348,CON-000348,46,831,Active,Standard Loan,Netherlands,North Holland,240,5.13,32509.47,18-01-2024
349,CON-000349,18,1924,Completed,Lease,Germany,Bavaria,120,4.14,40640.34,25-06-2024
350,CON-000350,36,467,Active,PPA,Austria,Styria,120,7.95,36964.63,14-04-2024
351,CON-000351,14,611,Active,Standard Loan,Germany,Baden-Württemberg,180,5.63,17645.88,09-04-2023
352,CON-000352,12,1246,Active,Lease,Germany,Berlin,120,5.55,29182.71,04-07-2023
353,CON-000353,48,1383,In Arrears,Standard Loan,Germany,Lower Saxony,84,6.2,43160.31,02-07-2023
354,CON-000354,41,528,Active,Standard Loan,Germany,Lower Saxony,180,6.26,32232.47,25-10-2023
355,CON-000355,11,684,Active,Standard Loan,Germany,Baden-Württemberg,120,7.09,18736.94,16-07-2024
356,CON-000356,30,1862,Active,Standard Loan,Austria,Vienna,60,3.6,42793.14,17-03-2022
357,CON-000357,26,195,In Arrears,Standard Loan,Germany,Berlin,60,6.66,33458.59,12-09-2023
358,CON-000358,41,1608,In Arrears,Lease,Germany,Lower Saxony,180,7.88,39893.4,12-03-2023
359,CON-000359,40,1572,Active,Standard Loan,Germany,Bavaria,180,6.21,42002.06,19-11-2022
360,CON-000360,42,960,Active,Standard Loan,Germany,North Rhine-Westphalia,120,6.06,8866.98,21-06-2024
361,CON-000361,14,1021,Active,Standard Loan,Germany,Baden-Württemberg,120,5.65,16223.36,30-06-2023
362,CON-000362,15,1875,Active,Standard Loan,Germany,Berlin,84,3.59,26390.29,27-05-2024
363,CON-000363,30,294,Active,Standard Loan,Austria,Vienna,120,3.62,36534.61,19-10-2022
364,CON-000364,6,451,Completed,Standard Loan,Netherlands,South Holland,180,8.38,11529.39,21-07-2023
365,CON-000365,13,577,Completed,Standard Loan,Germany,North Rhine-Westphalia,180,6.12,39067.05,20-11-2024
366,CON-000366,26,796,Active,PPA,Germany,Berlin,180,3.68,33492.91,19-10-2023
367,CON-000367,14,441,Active,Lease,Germany,Baden-Württemberg,180,6.23,19581.6,01-10-2023
368,CON-000368,28,1367,Active,Lease,Germany,Lower Saxony,60,4.03,33872.46,14-06-2024
369,CON-000369,9,1354,Completed,Standard Loan,Germany,Berlin,60,5.62,14316.72,19-03-2023
370,CON-000370,39,97,Defaulted,Standard Loan,Germany,Berlin,60,4.09,44842.54,04-08-2023
371,CON-000371,18,286,Active,Lease,Germany,Bavaria,180,4.21,27360.3,10-02-2024
372,CON-000372,37,118,Active,Subscription,Netherlands,North Holland,120,4.55,20216.56,24-02-2024
373,CON-000373,47,971,In Arrears,Subscription,Germany,Baden-Württemberg,60,5.58,13562.92,22-05-2024
374,CON-000374,17,910,Active,Lease,Germany,North Rhine-Westphalia,60,5.79,11504.44,15-02-2024
375,CON-000375,45,825,Active,Standard Loan,Germany,North Rhine-Westphalia,240,4.87,38367.91,17-07-2022
376,CON-000376,35,1234,Active,Standard Loan,Germany,Lower Saxony,120,6.71,15495.76,03-02-2024
377,CON-000377,12,1016,Active,PPA,Germany,Berlin,84,6.11,31858.71,31-08-2023
378,CON-000378,33,417,Completed,Subscription,Germany,Lower Saxony,180,5.87,14219.68,30-10-2024
379,CON-000379,6,955,In Arrears,Subscription,Netherlands,South Holland,84,5.88,8009.13,24-07-2023
380,CON-000380,8,1019,Active,Standard Loan,Germany,Berlin,180,5.14,26513.88,13-10-2023
381,CON-000381,21,1160,Active,Standard Loan,Germany,Lower Saxony,180,5.08,10893.39,17-07-2024
382,CON-000382,35,1409,Completed,Lease,Germany,Lower Saxony,180,6.3,26133.46,12-10-2023
383,CON-000383,30,1297,Completed,Standard Loan,Austria,Vienna,84,7.83,39648.78,23-02-2023
384,CON-000384,23,1760,Active,Standard Loan,Germany,North Rhine-Westphalia,120,4.4,35662.25,16-09-2023
385,CON-000385,29,610,Active,Standard Loan,Germany,Hesse,120,8.06,41884.86,11-10-2023
386,CON-000386,14,1820,Active,Lease,Germany,Baden-Württemberg,120,3.72,33733.47,22-12-2023
387,CON-000387,49,1972,Active,Standard Loan,Germany,Hesse,180,5.85,30479.21,16-10-2024
388,CON-000388,40,801,Active,Lease,Germany,Bavaria,180,3.69,9066.97,15-05-2024
389,CON-000389,44,1213,Active,PPA,Germany,Hesse,180,4.1,24404.99,16-08-2023
390,CON-000390,15,1225,Completed,Standard Loan,Germany,Berlin,180,3.58,38979.12,26-10-2024
391,CON-000391,37,568,Active,Standard Loan,Netherlands,North Holland,120,8.2,22917.4,21-06-2024
392,CON-000392,42,1065,Active,Lease,Germany,North Rhine-Westphalia,120,4.36,9646.81,25-04-2024
393,CON-000393,21,1184,Active,PPA,Germany,Lower Saxony,120,6.3,12355.44,10-02-2024
394,CON-000394,6,1941,Active,Lease,Netherlands,South Holland,84,3.95,34993.36,25-05-2023
395,CON-000395,49,1331,Cancelled,Standard Loan,Germany,Hesse,60,6.69,25032.92,01-08-2024
396,CON-000396,36,1891,Active,Standard Loan,Austria,Styria,180,7.19,19488.02,05-03-2024
397,CON-000397,31,146,Active,Standard Loan,Germany,Berlin,120,4.5,44233.29,14-05-2023
398,CON-000398,6,632,Completed,Standard Loan,Netherlands,South Holland,120,6.71,24637.91,02-03-2024
399,CON-000399,43,246,Active,Standard Loan,Netherlands,North Brabant,120,8.47,24052.58,13-09-2023
400,CON-000400,18,729,Active,Standard Loan,Germany,Bavaria,180,7.47,11358.03,28-01-2024
401,CON-000401,3,1996,Active,Lease,Germany,North Rhine-Westphalia,120,5.84,19950.67,01-03-2023
402,CON-000402,46,587,Active,Lease,Netherlands,North Holland,180,7.85,8292.24,02-03-2023
403,CON-000403,6,628,Active,Lease,Netherlands,South Holland,84,6.23,35825.67,03-01-2024
404,CON-000404,33,1101,Active,Standard Loan,Germany,Lower Saxony,120,4.72,34764.78,22-03-2024
405,CON-000405,21,1807,Active,PPA,Germany,Lower Saxony,180,8,26757.55,07-06-2024
406,CON-000406,49,984,Active,Lease,Germany,Hesse,84,4.33,19121.56,15-06-2022
407,CON-000407,29,139,In Arrears,Subscription,Germany,Hesse,180,4.15,20326.44,01-07-2024
408,CON-000408,17,588,Active,Standard Loan,Germany,North Rhine-Westphalia,120,5.48,25041.75,04-06-2024
409,CON-000409,10,824,Completed,Standard Loan,Germany,Lower Saxony,60,4.72,33334.4,26-10-2023
410,CON-000410,25,1598,Active,Standard Loan,Germany,Hesse,120,5.47,15862.2,18-06-2023
411,CON-000411,13,576,Completed,PPA,Germany,North Rhine-Westphalia,84,7.32,12940.47,30-03-2024
412,CON-000412,42,61,Active,Subscription,Germany,North Rhine-Westphalia,120,6.17,20834.09,18-06-2023
413,CON-000413,2,218,Active,PPA,Germany,Berlin,180,5.35,20574.49,23-08-2022
414,CON-000414,47,1611,In Arrears,Lease,Germany,Baden-Württemberg,120,3.72,19171.7,13-06-2023
415,CON-000415,23,871,In Arrears,Standard Loan,Germany,North Rhine-Westphalia,180,5.9,17657.72,04-04-2024
416,CON-000416,21,1034,Completed,PPA,Germany,Lower Saxony,120,3.91,33384.43,03-04-2024
417,CON-000417,1,441,Active,Standard Loan,Germany,Bavaria,120,6.93,8428.78,14-01-2024
418,CON-000418,4,1501,Active,Standard Loan,Germany,Hesse,180,6.52,37689.48,15-10-2024
419,CON-000419,25,244,Defaulted,Standard Loan,Germany,Hesse,240,4.06,14617.06,22-08-2023
420,CON-000420,1,1202,Active,Standard Loan,Germany,Bavaria,120,4.49,38074.9,29-05-2024
421,CON-000421,4,1344,Active,Standard Loan,Germany,Hesse,180,5.8,9852.72,19-01-2023
422,CON-000422,36,550,In Arrears,Standard Loan,Austria,Styria,120,4.39,21204.76,11-12-2023
423,CON-000423,35,1960,Active,Lease,Germany,Lower Saxony,180,6.16,22659.94,18-05-2024
424,CON-000424,7,959,Active,PPA,Germany,Bavaria,120,4.87,43958.55,20-03-2024
425,CON-000425,43,302,Active,Lease,Netherlands,North Brabant,120,3.7,20083.77,30-08-2023
426,CON-000426,38,1006,Active,Standard Loan,Netherlands,North Holland,120,8.4,10914.3,29-11-2022
427,CON-000427,2,1864,In Arrears,PPA,Germany,Berlin,180,7.21,10933.48,12-11-2022
428,CON-000428,31,1203,Completed,Standard Loan,Germany,Berlin,120,7.77,17018.84,25-07-2024
429,CON-000429,25,162,Cancelled,Standard Loan,Germany,Hesse,120,6.94,14871.4,14-05-2023
430,CON-000430,10,1628,Active,Standard Loan,Germany,Lower Saxony,120,3.59,23330.02,10-08-2022
431,CON-000431,33,758,Active,Lease,Germany,Lower Saxony,60,4.62,34233.31,30-12-2023
432,CON-000432,38,1019,Cancelled,Standard Loan,Netherlands,North Holland,120,6.67,20163.82,02-12-2023
433,CON-000433,18,1596,Active,Standard Loan,Germany,Bavaria,84,7.77,26462.06,11-10-2023
434,CON-000434,21,1390,Active,Subscription,Germany,Lower Saxony,240,6.66,28769.05,27-11-2024
435,CON-000435,21,108,Active,Lease,Germany,Lower Saxony,120,5.84,13768.32,19-07-2024
436,CON-000436,22,1546,Cancelled,Standard Loan,Germany,Bavaria,240,6.28,26158,25-05-2024
437,CON-000437,33,1334,Completed,PPA,Germany,Lower Saxony,120,4.56,12093.41,18-05-2023
438,CON-000438,50,976,Active,Standard Loan,Austria,Styria,120,7.26,23472.66,03-01-2024
439,CON-000439,6,1847,Active,PPA,Netherlands,South Holland,120,6.16,16328.67,15-01-2024
440,CON-000440,15,1422,Active,Standard Loan,Germany,Berlin,240,4.39,18671.09,04-06-2023
441,CON-000441,9,79,Active,Standard Loan,Germany,Berlin,120,5.59,23475.97,20-12-2023
442,CON-000442,34,652,Active,Standard Loan,Germany,Baden-Württemberg,120,7.16,42983.09,20-05-2022
443,CON-000443,6,783,Completed,PPA,Netherlands,South Holland,180,6.77,28426.12,31-10-2024
444,CON-000444,9,389,Active,Standard Loan,Germany,Berlin,84,8.19,42091.27,26-07-2023
445,CON-000445,45,49,Active,Standard Loan,Germany,North Rhine-Westphalia,120,6.92,24415.17,18-10-2023
446,CON-000446,24,1140,Active,Standard Loan,Germany,Bavaria,180,7.86,41628.51,16-10-2024
447,CON-000447,39,1025,In Arrears,Standard Loan,Germany,Berlin,180,8.48,39900.25,12-08-2023
448,CON-000448,14,1131,Active,Standard Loan,Germany,Baden-Württemberg,180,6.53,44600.73,06-07-2022
449,CON-000449,42,371,Active,Lease,Germany,North Rhine-Westphalia,120,7.61,36444.18,19-07-2024
450,CON-000450,36,361,Active,PPA,Austria,Styria,84,7.74,36043.8,31-01-2024
451,CON-000451,37,619,Active,Lease,Netherlands,North Holland,84,4.72,25855.87,24-05-2024
452,CON-000452,24,240,Active,Standard Loan,Germany,Bavaria,180,5.21,33500.18,14-10-2023
453,CON-000453,14,455,Active,Standard Loan,Germany,Baden-Württemberg,180,4.24,18671.93,10-04-2022
454,CON-000454,15,158,Active,PPA,Germany,Berlin,120,5.02,34383.92,06-06-2023
455,CON-000455,8,1651,Active,Standard Loan,Germany,Berlin,120,4.64,39484.01,01-09-2023
456,CON-000456,1,1928,Active,Standard Loan,Germany,Bavaria,180,8.48,23016.25,07-11-2023
457,CON-000457,18,1934,Active,PPA,Germany,Bavaria,120,6.12,21985.21,02-12-2024
458,CON-000458,26,1893,Active,Standard Loan,Germany,Berlin,60,8.23,20667.58,01-12-2023
459,CON-000459,41,376,Active,Standard Loan,Germany,Lower Saxony,84,5.99,29068.1,24-08-2024
460,CON-000460,39,966,Active,Standard Loan,Germany,Berlin,120,4.64,15493.61,05-09-2024
461,CON-000461,18,1494,Active,PPA,Germany,Bavaria,240,7.73,27895.98,30-01-2024
462,CON-000462,24,61,Active,Standard Loan,Germany,Bavaria,120,7.2,33518.86,14-10-2023
463,CON-000463,36,1200,Active,Subscription,Austria,Styria,240,4.83,18266.63,19-12-2023
464,CON-000464,46,1136,Active,Standard Loan,Netherlands,North Holland,60,4.64,29670.06,21-09-2023
465,CON-000465,30,1128,Active,Standard Loan,Austria,Vienna,180,3.87,25697.06,24-01-2023
466,CON-000466,6,1427,Active,PPA,Netherlands,South Holland,120,6.35,29523.4,28-10-2024
467,CON-000467,41,936,Active,Standard Loan,Germany,Lower Saxony,180,5.78,8018.32,09-08-2024
468,CON-000468,10,931,Active,Lease,Germany,Lower Saxony,120,6.73,17775.4,13-01-2024
469,CON-000469,27,1503,In Arrears,Standard Loan,Austria,Upper Austria,240,8.23,26040.48,10-10-2022
470,CON-000470,9,398,Active,PPA,Germany,Berlin,180,3.97,39895.11,08-02-2024
471,CON-000471,11,1308,Active,Standard Loan,Germany,Baden-Württemberg,84,6.01,19840.59,09-09-2023
472,CON-000472,16,1031,Active,Standard Loan,Germany,Berlin,180,5.12,15100.45,19-01-2024
473,CON-000473,36,911,Active,Subscription,Austria,Styria,240,6.77,37183.7,19-08-2024
474,CON-000474,25,401,Active,Lease,Germany,Hesse,120,5.03,34888.26,28-12-2022
475,CON-000475,40,1537,Active,Standard Loan,Germany,Bavaria,60,5.54,31894.33,22-12-2023
476,CON-000476,15,153,Active,PPA,Germany,Berlin,84,7.08,18907.48,21-07-2023
477,CON-000477,18,1444,Active,Standard Loan,Germany,Bavaria,180,6.59,24283.82,02-02-2023
478,CON-000478,9,1985,Completed,Standard Loan,Germany,Berlin,120,8.26,43028.2,30-11-2024
479,CON-000479,49,77,Active,Standard Loan,Germany,Hesse,120,6.53,21875.7,27-01-2023
480,CON-000480,21,56,Active,PPA,Germany,Lower Saxony,120,7.9,10737.58,05-04-2024
481,CON-000481,44,443,Completed,Standard Loan,Germany,Hesse,84,3.94,17073.39,21-01-2024
482,CON-000482,29,211,Active,Lease,Germany,Hesse,84,7.35,40216.84,20-12-2022
483,CON-000483,49,1947,Active,Standard Loan,Germany,Hesse,120,7.92,14813.18,16-07-2024
484,CON-000484,36,1326,Active,PPA,Austria,Styria,180,8.16,13189.99,07-04-2024
485,CON-000485,42,1673,Active,Lease,Germany,North Rhine-Westphalia,240,6.06,8599.45,10-06-2022
486,CON-000486,42,1031,Defaulted,Subscription,Germany,North Rhine-Westphalia,120,5.17,10483.05,26-08-2023
487,CON-000487,41,1418,Active,Subscription,Germany,Lower Saxony,180,3.94,42132.38,06-04-2024
488,CON-000488,40,1695,Active,Standard Loan,Germany,Bavaria,180,5.83,40906.16,19-01-2024
489,CON-000489,10,80,Active,Lease,Germany,Lower Saxony,120,6.96,38347.72,12-11-2023
490,CON-000490,1,939,Active,PPA,Germany,Bavaria,60,5.11,13568.31,24-06-2022
491,CON-000491,29,99,Defaulted,PPA,Germany,Hesse,180,6.37,21121.88,21-06-2023
492,CON-000492,9,135,Cancelled,Standard Loan,Germany,Berlin,120,4,27736.62,22-06-2023
493,CON-000493,8,885,Active,Standard Loan,Germany,Berlin,120,5.08,16513.84,13-10-2022
494,CON-000494,14,1600,Active,Subscription,Germany,Baden-Württemberg,180,3.64,40472.59,13-10-2022
495,CON-000495,2,1002,Active,PPA,Germany,Berlin,180,5.4,24532.06,15-07-2024
